GEOID,GEOID_2,Block Group,Tract,County,Total Population,Millennial Population,Pct,Year
080010093104,15000US080010093104,Block Group 4, Census Tract 93.10, Adams County,1876,471,0.251066098,2009
080010093161,15000US080010093161,Block Group 1, Census Tract 93.16, Adams County,1558,168,0.107830552,2009
080010093162,15000US080010093162,Block Group 2, Census Tract 93.16, Adams County,1589,422,0.265575834,2009
080010093163,15000US080010093163,Block Group 3, Census Tract 93.16, Adams County,1024,0,0,2009
080010093164,15000US080010093164,Block Group 4, Census Tract 93.16, Adams County,733,214,0.291950887,2009
080010093165,15000US080010093165,Block Group 5, Census Tract 93.16, Adams County,914,232,0.253829322,2009
080010093181,15000US080010093181,Block Group 1, Census Tract 93.18, Adams County,2884,829,0.287447989,2009
080010093182,15000US080010093182,Block Group 2, Census Tract 93.18, Adams County,2765,896,0.324050633,2009
080010093191,15000US080010093191,Block Group 1, Census Tract 93.19, Adams County,747,145,0.194109772,2009
080010093192,15000US080010093192,Block Group 2, Census Tract 93.19, Adams County,674,189,0.28041543,2009
080010093193,15000US080010093193,Block Group 3, Census Tract 93.19, Adams County,528,98,0.185606061,2009
080010093201,15000US080010093201,Block Group 1, Census Tract 93.20, Adams County,1621,652,0.402220851,2009
080010093202,15000US080010093202,Block Group 2, Census Tract 93.20, Adams County,1140,304,0.266666667,2009
080010093211,15000US080010093211,Block Group 1, Census Tract 93.21, Adams County,1994,578,0.289869609,2009
080010093212,15000US080010093212,Block Group 2, Census Tract 93.21, Adams County,1073,214,0.19944082,2009
080010093213,15000US080010093213,Block Group 3, Census Tract 93.21, Adams County,947,382,0.403379092,2009
080010093221,15000US080010093221,Block Group 1, Census Tract 93.22, Adams County,2213,578,0.261183913,2009
080010093222,15000US080010093222,Block Group 2, Census Tract 93.22, Adams County,1599,408,0.255159475,2009
080010093231,15000US080010093231,Block Group 1, Census Tract 93.23, Adams County,1342,441,0.328614009,2009
080010093232,15000US080010093232,Block Group 2, Census Tract 93.23, Adams County,978,268,0.27402863,2009
080010093233,15000US080010093233,Block Group 3, Census Tract 93.23, Adams County,1055,230,0.218009479,2009
080010093234,15000US080010093234,Block Group 4, Census Tract 93.23, Adams County,571,212,0.371278459,2009
080010093251,15000US080010093251,Block Group 1, Census Tract 93.25, Adams County,1203,469,0.389858687,2009
080010093252,15000US080010093252,Block Group 2, Census Tract 93.25, Adams County,1335,176,0.131835206,2009
080010093253,15000US080010093253,Block Group 3, Census Tract 93.25, Adams County,2488,637,0.256028939,2009
080010093261,15000US080010093261,Block Group 1, Census Tract 93.26, Adams County,1711,286,0.167153711,2009
080010093262,15000US080010093262,Block Group 2, Census Tract 93.26, Adams County,1197,228,0.19047619,2009
080010093271,15000US080010093271,Block Group 1, Census Tract 93.27, Adams County,1877,452,0.240809803,2009
080010093272,15000US080010093272,Block Group 2, Census Tract 93.27, Adams County,1000,204,0.204,2009
080010093273,15000US080010093273,Block Group 3, Census Tract 93.27, Adams County,854,330,0.386416862,2009
080010093274,15000US080010093274,Block Group 4, Census Tract 93.27, Adams County,1024,266,0.259765625,2009
080010094011,15000US080010094011,Block Group 1, Census Tract 94.01, Adams County,1363,360,0.264123258,2009
080010094012,15000US080010094012,Block Group 2, Census Tract 94.01, Adams County,1876,351,0.187100213,2009
080010094013,15000US080010094013,Block Group 3, Census Tract 94.01, Adams County,1615,503,0.311455108,2009
080010094061,15000US080010094061,Block Group 1, Census Tract 94.06, Adams County,1938,246,0.126934985,2009
080010094062,15000US080010094062,Block Group 2, Census Tract 94.06, Adams County,2177,721,0.331189711,2009
080010094071,15000US080010094071,Block Group 1, Census Tract 94.07, Adams County,2153,740,0.343706456,2009
080010094072,15000US080010094072,Block Group 2, Census Tract 94.07, Adams County,2088,692,0.331417625,2009
080010094073,15000US080010094073,Block Group 3, Census Tract 94.07, Adams County,1059,234,0.220963173,2009
080010094081,15000US080010094081,Block Group 1, Census Tract 94.08, Adams County,4061,1069,0.263235656,2009
080010094091,15000US080010094091,Block Group 1, Census Tract 94.09, Adams County,2355,644,0.273460722,2009
080010094092,15000US080010094092,Block Group 2, Census Tract 94.09, Adams County,2627,574,0.21850019,2009
080010094101,15000US080010094101,Block Group 1, Census Tract 94.10, Adams County,2024,374,0.184782609,2009
080010094102,15000US080010094102,Block Group 2, Census Tract 94.10, Adams County,1105,206,0.186425339,2009
080010094111,15000US080010094111,Block Group 1, Census Tract 94.11, Adams County,1584,208,0.131313131,2009
080010094112,15000US080010094112,Block Group 2, Census Tract 94.11, Adams County,1317,353,0.268033409,2009
080010095011,15000US080010095011,Block Group 1, Census Tract 95.01, Adams County,884,185,0.209276018,2009
080010095012,15000US080010095012,Block Group 2, Census Tract 95.01, Adams County,2130,470,0.220657277,2009
080010095021,15000US080010095021,Block Group 1, Census Tract 95.02, Adams County,1514,391,0.258256275,2009
080010095022,15000US080010095022,Block Group 2, Census Tract 95.02, Adams County,1151,193,0.167680278,2009
080010095023,15000US080010095023,Block Group 3, Census Tract 95.02, Adams County,1512,235,0.15542328,2009
080010095531,15000US080010095531,Block Group 1, Census Tract 95.53, Adams County,2066,281,0.136011617,2009
080010095532,15000US080010095532,Block Group 2, Census Tract 95.53, Adams County,929,285,0.306781485,2009
080010096031,15000US080010096031,Block Group 1, Census Tract 96.03, Adams County,2093,689,0.329192547,2009
080010096032,15000US080010096032,Block Group 2, Census Tract 96.03, Adams County,836,215,0.257177033,2009
080010096033,15000US080010096033,Block Group 3, Census Tract 96.03, Adams County,718,149,0.207520891,2009
080010096034,15000US080010096034,Block Group 4, Census Tract 96.03, Adams County,723,331,0.457814661,2009
080010096035,15000US080010096035,Block Group 5, Census Tract 96.03, Adams County,1811,903,0.498619547,2009
080010096041,15000US080010096041,Block Group 1, Census Tract 96.04, Adams County,2271,548,0.241303391,2009
080010096042,15000US080010096042,Block Group 2, Census Tract 96.04, Adams County,2054,429,0.208860759,2009
080010096061,15000US080010096061,Block Group 1, Census Tract 96.06, Adams County,1527,355,0.232481991,2009
080010096062,15000US080010096062,Block Group 2, Census Tract 96.06, Adams County,900,199,0.221111111,2009
080010096071,15000US080010096071,Block Group 1, Census Tract 96.07, Adams County,930,160,0.172043011,2009
080010096072,15000US080010096072,Block Group 2, Census Tract 96.07, Adams County,2032,621,0.305610236,2009
080010096073,15000US080010096073,Block Group 3, Census Tract 96.07, Adams County,2319,694,0.299266925,2009
080010096081,15000US080010096081,Block Group 1, Census Tract 96.08, Adams County,1490,462,0.310067114,2009
080010096082,15000US080010096082,Block Group 2, Census Tract 96.08, Adams County,1366,208,0.1522694,2009
080010097511,15000US080010097511,Block Group 1, Census Tract 97.51, Adams County,2566,736,0.286827747,2009
080010097512,15000US080010097512,Block Group 2, Census Tract 97.51, Adams County,1324,248,0.187311178,2009
080010097521,15000US080010097521,Block Group 1, Census Tract 97.52, Adams County,1449,348,0.240165631,2009
080010097522,15000US080010097522,Block Group 2, Census Tract 97.52, Adams County,1617,319,0.197278912,2009
080010150001,15000US080010150001,Block Group 1, Census Tract 150, Adams County,1102,145,0.131578947,2009
080010150002,15000US080010150002,Block Group 2, Census Tract 150, Adams County,1044,249,0.238505747,2009
080010600001,15000US080010600001,Block Group 1, Census Tract 600, Adams County,3891,759,0.195065536,2009
080010600002,15000US080010600002,Block Group 2, Census Tract 600, Adams County,1209,103,0.085194376,2009
080010601001,15000US080010601001,Block Group 1, Census Tract 601, Adams County,2646,457,0.17271353,2009
080010601002,15000US080010601002,Block Group 2, Census Tract 601, Adams County,2906,627,0.215760496,2009
080010602001,15000US080010602001,Block Group 1, Census Tract 602, Adams County,2728,1370,0.502199413,2009
080010602002,15000US080010602002,Block Group 2, Census Tract 602, Adams County,878,118,0.134396355,2009
080010612001,15000US080010612001,Block Group 1, Census Tract 612, Adams County,1025,321,0.313170732,2009
080019887001,15000US080019887001,Block Group 1, Census Tract 9887, Adams County,0,0,0,2009
080039600001,15000US080039600001,Block Group 1, Census Tract 9600, Alamosa County,673,124,0.184249629,2009
080039600002,15000US080039600002,Block Group 2, Census Tract 9600, Alamosa County,827,82,0.099153567,2009
080039601001,15000US080039601001,Block Group 1, Census Tract 9601, Alamosa County,667,174,0.260869565,2009
080039601002,15000US080039601002,Block Group 2, Census Tract 9601, Alamosa County,392,31,0.079081633,2009
080039601003,15000US080039601003,Block Group 3, Census Tract 9601, Alamosa County,1142,194,0.169877408,2009
080039602001,15000US080039602001,Block Group 1, Census Tract 9602, Alamosa County,1599,227,0.141963727,2009
080039602002,15000US080039602002,Block Group 2, Census Tract 9602, Alamosa County,650,161,0.247692308,2009
080039602003,15000US080039602003,Block Group 3, Census Tract 9602, Alamosa County,1681,419,0.249256395,2009
080039602004,15000US080039602004,Block Group 4, Census Tract 9602, Alamosa County,1214,350,0.28830313,2009
080039602005,15000US080039602005,Block Group 5, Census Tract 9602, Alamosa County,1811,1188,0.655991165,2009
080039602006,15000US080039602006,Block Group 6, Census Tract 9602, Alamosa County,680,205,0.301470588,2009
080039603001,15000US080039603001,Block Group 1, Census Tract 9603, Alamosa County,1018,268,0.263261297,2009
080039603002,15000US080039603002,Block Group 2, Census Tract 9603, Alamosa County,1601,326,0.203622736,2009
080039603003,15000US080039603003,Block Group 3, Census Tract 9603, Alamosa County,512,197,0.384765625,2009
080039603004,15000US080039603004,Block Group 4, Census Tract 9603, Alamosa County,826,207,0.250605327,2009
080050049511,15000US080050049511,Block Group 1, Census Tract 49.51, Arapahoe County,1946,1021,0.524665982,2009
080050049521,15000US080050049521,Block Group 1, Census Tract 49.52, Arapahoe County,629,272,0.432432432,2009
080050049522,15000US080050049522,Block Group 2, Census Tract 49.52, Arapahoe County,1590,779,0.489937107,2009
080050055511,15000US080050055511,Block Group 1, Census Tract 55.51, Arapahoe County,1213,252,0.207749382,2009
080050055512,15000US080050055512,Block Group 2, Census Tract 55.51, Arapahoe County,1798,488,0.271412681,2009
080050055521,15000US080050055521,Block Group 1, Census Tract 55.52, Arapahoe County,888,121,0.136261261,2009
080050055522,15000US080050055522,Block Group 2, Census Tract 55.52, Arapahoe County,1799,466,0.259032796,2009
080050055531,15000US080050055531,Block Group 1, Census Tract 55.53, Arapahoe County,1128,584,0.517730496,2009
080050055532,15000US080050055532,Block Group 2, Census Tract 55.53, Arapahoe County,444,56,0.126126126,2009
080050055533,15000US080050055533,Block Group 3, Census Tract 55.53, Arapahoe County,2040,608,0.298039216,2009
080050056111,15000US080050056111,Block Group 1, Census Tract 56.11, Arapahoe County,999,105,0.105105105,2009
080050056112,15000US080050056112,Block Group 2, Census Tract 56.11, Arapahoe County,1219,185,0.151763741,2009
080050056113,15000US080050056113,Block Group 3, Census Tract 56.11, Arapahoe County,1204,273,0.226744186,2009
080050056114,15000US080050056114,Block Group 4, Census Tract 56.11, Arapahoe County,931,141,0.151450054,2009
080050056121,15000US080050056121,Block Group 1, Census Tract 56.12, Arapahoe County,1199,113,0.094245204,2009
080050056122,15000US080050056122,Block Group 2, Census Tract 56.12, Arapahoe County,1833,668,0.364429896,2009
080050056141,15000US080050056141,Block Group 1, Census Tract 56.14, Arapahoe County,1882,324,0.172157279,2009
080050056142,15000US080050056142,Block Group 2, Census Tract 56.14, Arapahoe County,583,65,0.111492281,2009
080050056143,15000US080050056143,Block Group 3, Census Tract 56.14, Arapahoe County,700,109,0.155714286,2009
080050056191,15000US080050056191,Block Group 1, Census Tract 56.19, Arapahoe County,1512,255,0.168650794,2009
080050056192,15000US080050056192,Block Group 2, Census Tract 56.19, Arapahoe County,1282,194,0.151326053,2009
080050056193,15000US080050056193,Block Group 3, Census Tract 56.19, Arapahoe County,777,172,0.221364221,2009
080050056194,15000US080050056194,Block Group 4, Census Tract 56.19, Arapahoe County,845,140,0.165680473,2009
080050056201,15000US080050056201,Block Group 1, Census Tract 56.20, Arapahoe County,934,497,0.532119914,2009
080050056202,15000US080050056202,Block Group 2, Census Tract 56.20, Arapahoe County,1472,240,0.163043478,2009
080050056211,15000US080050056211,Block Group 1, Census Tract 56.21, Arapahoe County,1846,188,0.10184182,2009
080050056212,15000US080050056212,Block Group 2, Census Tract 56.21, Arapahoe County,994,102,0.102615694,2009
080050056221,15000US080050056221,Block Group 1, Census Tract 56.22, Arapahoe County,1435,104,0.072473868,2009
080050056222,15000US080050056222,Block Group 2, Census Tract 56.22, Arapahoe County,1143,304,0.265966754,2009
080050056231,15000US080050056231,Block Group 1, Census Tract 56.23, Arapahoe County,2221,337,0.151733453,2009
080050056232,15000US080050056232,Block Group 2, Census Tract 56.23, Arapahoe County,1349,70,0.051890289,2009
080050056241,15000US080050056241,Block Group 1, Census Tract 56.24, Arapahoe County,2394,271,0.113199666,2009
080050056251,15000US080050056251,Block Group 1, Census Tract 56.25, Arapahoe County,1492,309,0.207104558,2009
080050056252,15000US080050056252,Block Group 2, Census Tract 56.25, Arapahoe County,1530,120,0.078431373,2009
080050056261,15000US080050056261,Block Group 1, Census Tract 56.26, Arapahoe County,1570,245,0.156050955,2009
080050056262,15000US080050056262,Block Group 2, Census Tract 56.26, Arapahoe County,1444,184,0.127423823,2009
080050056271,15000US080050056271,Block Group 1, Census Tract 56.27, Arapahoe County,2014,293,0.145481629,2009
080050056272,15000US080050056272,Block Group 2, Census Tract 56.27, Arapahoe County,970,145,0.149484536,2009
080050056273,15000US080050056273,Block Group 3, Census Tract 56.27, Arapahoe County,1317,79,0.059984814,2009
080050056281,15000US080050056281,Block Group 1, Census Tract 56.28, Arapahoe County,1772,93,0.05248307,2009
080050056282,15000US080050056282,Block Group 2, Census Tract 56.28, Arapahoe County,1266,429,0.338862559,2009
080050056283,15000US080050056283,Block Group 3, Census Tract 56.28, Arapahoe County,1659,386,0.232670283,2009
080050056284,15000US080050056284,Block Group 4, Census Tract 56.28, Arapahoe County,664,94,0.141566265,2009
080050056291,15000US080050056291,Block Group 1, Census Tract 56.29, Arapahoe County,1298,110,0.084745763,2009
080050056292,15000US080050056292,Block Group 2, Census Tract 56.29, Arapahoe County,949,71,0.074815595,2009
080050056301,15000US080050056301,Block Group 1, Census Tract 56.30, Arapahoe County,1324,261,0.197129909,2009
080050056302,15000US080050056302,Block Group 2, Census Tract 56.30, Arapahoe County,1592,198,0.124371859,2009
080050056303,15000US080050056303,Block Group 3, Census Tract 56.30, Arapahoe County,1810,652,0.360220994,2009
080050056304,15000US080050056304,Block Group 4, Census Tract 56.30, Arapahoe County,776,136,0.175257732,2009
080050056311,15000US080050056311,Block Group 1, Census Tract 56.31, Arapahoe County,632,88,0.139240506,2009
080050056312,15000US080050056312,Block Group 2, Census Tract 56.31, Arapahoe County,1050,257,0.244761905,2009
080050056313,15000US080050056313,Block Group 3, Census Tract 56.31, Arapahoe County,1493,124,0.083054253,2009
080050056321,15000US080050056321,Block Group 1, Census Tract 56.32, Arapahoe County,866,93,0.1073903,2009
080050056322,15000US080050056322,Block Group 2, Census Tract 56.32, Arapahoe County,2377,344,0.144720236,2009
080050056331,15000US080050056331,Block Group 1, Census Tract 56.33, Arapahoe County,1849,228,0.123309897,2009
080050056332,15000US080050056332,Block Group 2, Census Tract 56.33, Arapahoe County,1167,276,0.236503856,2009
080050056341,15000US080050056341,Block Group 1, Census Tract 56.34, Arapahoe County,1506,185,0.122841965,2009
080050056342,15000US080050056342,Block Group 2, Census Tract 56.34, Arapahoe County,1210,127,0.104958678,2009
080050056351,15000US080050056351,Block Group 1, Census Tract 56.35, Arapahoe County,2246,297,0.132235085,2009
080050056352,15000US080050056352,Block Group 2, Census Tract 56.35, Arapahoe County,1094,138,0.126142596,2009
080050056353,15000US080050056353,Block Group 3, Census Tract 56.35, Arapahoe County,1714,232,0.135355893,2009
080050056361,15000US080050056361,Block Group 1, Census Tract 56.36, Arapahoe County,1998,113,0.056556557,2009
080050057001,15000US080050057001,Block Group 1, Census Tract 57, Arapahoe County,972,191,0.196502058,2009
080050057002,15000US080050057002,Block Group 2, Census Tract 57, Arapahoe County,1505,746,0.495681063,2009
080050057003,15000US080050057003,Block Group 3, Census Tract 57, Arapahoe County,1026,323,0.314814815,2009
080050058001,15000US080050058001,Block Group 1, Census Tract 58, Arapahoe County,1141,265,0.23225241,2009
080050058002,15000US080050058002,Block Group 2, Census Tract 58, Arapahoe County,1202,369,0.306988353,2009
080050059511,15000US080050059511,Block Group 1, Census Tract 59.51, Arapahoe County,1173,461,0.393009378,2009
080050059512,15000US080050059512,Block Group 2, Census Tract 59.51, Arapahoe County,1110,186,0.167567568,2009
080050059513,15000US080050059513,Block Group 3, Census Tract 59.51, Arapahoe County,712,266,0.373595506,2009
080050059514,15000US080050059514,Block Group 4, Census Tract 59.51, Arapahoe County,1081,85,0.078630897,2009
080050059521,15000US080050059521,Block Group 1, Census Tract 59.52, Arapahoe County,1472,250,0.169836957,2009
080050059522,15000US080050059522,Block Group 2, Census Tract 59.52, Arapahoe County,2070,833,0.402415459,2009
080050060001,15000US080050060001,Block Group 1, Census Tract 60, Arapahoe County,912,214,0.234649123,2009
080050060002,15000US080050060002,Block Group 2, Census Tract 60, Arapahoe County,888,229,0.257882883,2009
080050060003,15000US080050060003,Block Group 3, Census Tract 60, Arapahoe County,958,245,0.255741127,2009
080050061001,15000US080050061001,Block Group 1, Census Tract 61, Arapahoe County,1328,378,0.284638554,2009
080050061002,15000US080050061002,Block Group 2, Census Tract 61, Arapahoe County,766,286,0.373368146,2009
080050061003,15000US080050061003,Block Group 3, Census Tract 61, Arapahoe County,617,179,0.290113452,2009
080050062001,15000US080050062001,Block Group 1, Census Tract 62, Arapahoe County,681,151,0.221732746,2009
080050062002,15000US080050062002,Block Group 2, Census Tract 62, Arapahoe County,669,70,0.104633782,2009
080050062003,15000US080050062003,Block Group 3, Census Tract 62, Arapahoe County,610,132,0.216393443,2009
080050062004,15000US080050062004,Block Group 4, Census Tract 62, Arapahoe County,752,239,0.317819149,2009
080050063001,15000US080050063001,Block Group 1, Census Tract 63, Arapahoe County,819,213,0.26007326,2009
080050063002,15000US080050063002,Block Group 2, Census Tract 63, Arapahoe County,736,164,0.222826087,2009
080050063003,15000US080050063003,Block Group 3, Census Tract 63, Arapahoe County,769,181,0.235370611,2009
080050063004,15000US080050063004,Block Group 4, Census Tract 63, Arapahoe County,356,54,0.151685393,2009
080050064001,15000US080050064001,Block Group 1, Census Tract 64, Arapahoe County,509,96,0.188605108,2009
080050064002,15000US080050064002,Block Group 2, Census Tract 64, Arapahoe County,1371,319,0.232676878,2009
080050064003,15000US080050064003,Block Group 3, Census Tract 64, Arapahoe County,1162,274,0.235800344,2009
080050065011,15000US080050065011,Block Group 1, Census Tract 65.01, Arapahoe County,1316,579,0.439969605,2009
080050065021,15000US080050065021,Block Group 1, Census Tract 65.02, Arapahoe County,906,253,0.279249448,2009
080050065022,15000US080050065022,Block Group 2, Census Tract 65.02, Arapahoe County,1526,396,0.259501966,2009
080050065023,15000US080050065023,Block Group 3, Census Tract 65.02, Arapahoe County,533,53,0.099437148,2009
080050066011,15000US080050066011,Block Group 1, Census Tract 66.01, Arapahoe County,1570,516,0.32866242,2009
080050066012,15000US080050066012,Block Group 2, Census Tract 66.01, Arapahoe County,1442,189,0.131067961,2009
080050066013,15000US080050066013,Block Group 3, Census Tract 66.01, Arapahoe County,1463,804,0.549555707,2009
080050066014,15000US080050066014,Block Group 4, Census Tract 66.01, Arapahoe County,902,305,0.338137472,2009
080050066031,15000US080050066031,Block Group 1, Census Tract 66.03, Arapahoe County,821,186,0.226552984,2009
080050066032,15000US080050066032,Block Group 2, Census Tract 66.03, Arapahoe County,998,149,0.149298597,2009
080050066033,15000US080050066033,Block Group 3, Census Tract 66.03, Arapahoe County,1166,242,0.20754717,2009
080050066041,15000US080050066041,Block Group 1, Census Tract 66.04, Arapahoe County,940,176,0.187234043,2009
080050066042,15000US080050066042,Block Group 2, Census Tract 66.04, Arapahoe County,1345,279,0.207434944,2009
080050066043,15000US080050066043,Block Group 3, Census Tract 66.04, Arapahoe County,1562,267,0.170934699,2009
080050067041,15000US080050067041,Block Group 1, Census Tract 67.04, Arapahoe County,477,0,0,2009
080050067042,15000US080050067042,Block Group 2, Census Tract 67.04, Arapahoe County,1457,144,0.098833219,2009
080050067043,15000US080050067043,Block Group 3, Census Tract 67.04, Arapahoe County,1421,127,0.089373681,2009
080050067044,15000US080050067044,Block Group 4, Census Tract 67.04, Arapahoe County,778,79,0.101542416,2009
080050067051,15000US080050067051,Block Group 1, Census Tract 67.05, Arapahoe County,1803,138,0.076539101,2009
080050067061,15000US080050067061,Block Group 1, Census Tract 67.06, Arapahoe County,1738,310,0.178365938,2009
080050067062,15000US080050067062,Block Group 2, Census Tract 67.06, Arapahoe County,2572,568,0.220839813,2009
080050067063,15000US080050067063,Block Group 3, Census Tract 67.06, Arapahoe County,836,61,0.072966507,2009
080050067071,15000US080050067071,Block Group 1, Census Tract 67.07, Arapahoe County,1284,277,0.215732087,2009
080050067072,15000US080050067072,Block Group 2, Census Tract 67.07, Arapahoe County,874,268,0.306636156,2009
080050067073,15000US080050067073,Block Group 3, Census Tract 67.07, Arapahoe County,1128,259,0.229609929,2009
080050067074,15000US080050067074,Block Group 4, Census Tract 67.07, Arapahoe County,1446,176,0.121715076,2009
080050067081,15000US080050067081,Block Group 1, Census Tract 67.08, Arapahoe County,2076,236,0.113680154,2009
080050067082,15000US080050067082,Block Group 2, Census Tract 67.08, Arapahoe County,1087,154,0.141674333,2009
080050067083,15000US080050067083,Block Group 3, Census Tract 67.08, Arapahoe County,1897,302,0.159198735,2009
080050067091,15000US080050067091,Block Group 1, Census Tract 67.09, Arapahoe County,1210,157,0.129752066,2009
080050067092,15000US080050067092,Block Group 2, Census Tract 67.09, Arapahoe County,1052,222,0.211026616,2009
080050067093,15000US080050067093,Block Group 3, Census Tract 67.09, Arapahoe County,971,133,0.136972194,2009
080050067094,15000US080050067094,Block Group 4, Census Tract 67.09, Arapahoe County,1377,183,0.132897603,2009
080050067111,15000US080050067111,Block Group 1, Census Tract 67.11, Arapahoe County,743,149,0.200538358,2009
080050067112,15000US080050067112,Block Group 2, Census Tract 67.11, Arapahoe County,907,90,0.099228225,2009
080050067113,15000US080050067113,Block Group 3, Census Tract 67.11, Arapahoe County,885,84,0.094915254,2009
080050067114,15000US080050067114,Block Group 4, Census Tract 67.11, Arapahoe County,1390,118,0.084892086,2009
080050067121,15000US080050067121,Block Group 1, Census Tract 67.12, Arapahoe County,1061,43,0.040527804,2009
080050067122,15000US080050067122,Block Group 2, Census Tract 67.12, Arapahoe County,125,0,0,2009
080050067131,15000US080050067131,Block Group 1, Census Tract 67.13, Arapahoe County,1051,604,0.574690771,2009
080050068081,15000US080050068081,Block Group 1, Census Tract 68.08, Arapahoe County,2015,116,0.057568238,2009
080050068082,15000US080050068082,Block Group 2, Census Tract 68.08, Arapahoe County,1101,148,0.134423252,2009
080050068083,15000US080050068083,Block Group 3, Census Tract 68.08, Arapahoe County,2049,233,0.113714007,2009
080050068151,15000US080050068151,Block Group 1, Census Tract 68.15, Arapahoe County,599,84,0.140233723,2009
080050068152,15000US080050068152,Block Group 2, Census Tract 68.15, Arapahoe County,1117,208,0.186213071,2009
080050068153,15000US080050068153,Block Group 3, Census Tract 68.15, Arapahoe County,1844,611,0.331344902,2009
080050068154,15000US080050068154,Block Group 4, Census Tract 68.15, Arapahoe County,147,81,0.551020408,2009
080050068541,15000US080050068541,Block Group 1, Census Tract 68.54, Arapahoe County,2542,551,0.216758458,2009
080050068551,15000US080050068551,Block Group 1, Census Tract 68.55, Arapahoe County,2849,375,0.131625132,2009
080050068552,15000US080050068552,Block Group 2, Census Tract 68.55, Arapahoe County,1832,425,0.2319869,2009
080050068561,15000US080050068561,Block Group 1, Census Tract 68.56, Arapahoe County,306,183,0.598039216,2009
080050068562,15000US080050068562,Block Group 2, Census Tract 68.56, Arapahoe County,2365,672,0.284143763,2009
080050068563,15000US080050068563,Block Group 3, Census Tract 68.56, Arapahoe County,2590,1370,0.528957529,2009
080050068564,15000US080050068564,Block Group 4, Census Tract 68.56, Arapahoe County,1053,458,0.434947768,2009
080050068571,15000US080050068571,Block Group 1, Census Tract 68.57, Arapahoe County,1372,28,0.020408163,2009
080050068572,15000US080050068572,Block Group 2, Census Tract 68.57, Arapahoe County,979,184,0.187946885,2009
080050068581,15000US080050068581,Block Group 1, Census Tract 68.58, Arapahoe County,1532,355,0.231723238,2009
080050068582,15000US080050068582,Block Group 2, Census Tract 68.58, Arapahoe County,877,530,0.604332953,2009
080050068583,15000US080050068583,Block Group 3, Census Tract 68.58, Arapahoe County,825,452,0.547878788,2009
080050071011,15000US080050071011,Block Group 1, Census Tract 71.01, Arapahoe County,1996,355,0.177855711,2009
080050071012,15000US080050071012,Block Group 2, Census Tract 71.01, Arapahoe County,1309,315,0.240641711,2009
080050071013,15000US080050071013,Block Group 3, Census Tract 71.01, Arapahoe County,535,76,0.142056075,2009
080050071014,15000US080050071014,Block Group 4, Census Tract 71.01, Arapahoe County,1107,165,0.149051491,2009
080050071031,15000US080050071031,Block Group 1, Census Tract 71.03, Arapahoe County,1280,198,0.1546875,2009
080050071041,15000US080050071041,Block Group 1, Census Tract 71.04, Arapahoe County,1143,644,0.563429571,2009
080050071042,15000US080050071042,Block Group 2, Census Tract 71.04, Arapahoe County,1301,477,0.366641045,2009
080050071043,15000US080050071043,Block Group 3, Census Tract 71.04, Arapahoe County,2048,467,0.228027344,2009
080050071051,15000US080050071051,Block Group 1, Census Tract 71.05, Arapahoe County,1309,455,0.347593583,2009
080050071052,15000US080050071052,Block Group 2, Census Tract 71.05, Arapahoe County,938,146,0.15565032,2009
080050071061,15000US080050071061,Block Group 1, Census Tract 71.06, Arapahoe County,1461,422,0.288843258,2009
080050071062,15000US080050071062,Block Group 2, Census Tract 71.06, Arapahoe County,1963,310,0.157921549,2009
080050071071,15000US080050071071,Block Group 1, Census Tract 71.07, Arapahoe County,827,169,0.204353083,2009
080050071072,15000US080050071072,Block Group 2, Census Tract 71.07, Arapahoe County,1148,97,0.084494774,2009
080050072011,15000US080050072011,Block Group 1, Census Tract 72.01, Arapahoe County,1264,421,0.33306962,2009
080050072012,15000US080050072012,Block Group 2, Census Tract 72.01, Arapahoe County,1814,499,0.27508269,2009
080050072013,15000US080050072013,Block Group 3, Census Tract 72.01, Arapahoe County,893,282,0.315789474,2009
080050072021,15000US080050072021,Block Group 1, Census Tract 72.02, Arapahoe County,1312,434,0.330792683,2009
080050072022,15000US080050072022,Block Group 2, Census Tract 72.02, Arapahoe County,1047,104,0.099331423,2009
080050072023,15000US080050072023,Block Group 3, Census Tract 72.02, Arapahoe County,1552,594,0.382731959,2009
080050073011,15000US080050073011,Block Group 1, Census Tract 73.01, Arapahoe County,1359,408,0.300220751,2009
080050073012,15000US080050073012,Block Group 2, Census Tract 73.01, Arapahoe County,1256,356,0.28343949,2009
080050073021,15000US080050073021,Block Group 1, Census Tract 73.02, Arapahoe County,1739,610,0.350776308,2009
080050073022,15000US080050073022,Block Group 2, Census Tract 73.02, Arapahoe County,803,215,0.267745953,2009
080050073023,15000US080050073023,Block Group 3, Census Tract 73.02, Arapahoe County,849,177,0.208480565,2009
080050073024,15000US080050073024,Block Group 4, Census Tract 73.02, Arapahoe County,731,183,0.250341997,2009
080050074001,15000US080050074001,Block Group 1, Census Tract 74, Arapahoe County,1761,328,0.186257808,2009
080050074002,15000US080050074002,Block Group 2, Census Tract 74, Arapahoe County,1025,344,0.335609756,2009
080050074003,15000US080050074003,Block Group 3, Census Tract 74, Arapahoe County,1496,342,0.228609626,2009
080050074004,15000US080050074004,Block Group 4, Census Tract 74, Arapahoe County,1508,318,0.210875332,2009
080050075001,15000US080050075001,Block Group 1, Census Tract 75, Arapahoe County,1287,300,0.233100233,2009
080050075002,15000US080050075002,Block Group 2, Census Tract 75, Arapahoe County,1087,271,0.249310028,2009
